trip_id,stop_id
0-75-y12-1.78.O,3321
0-75-y12-1.78.O,4571
0-75-y12-1.78.O,2013
0-75-y12-1.78.O,2014
0-75-y12-1.78.O,4636
0-75-y12-1.78.O,2016
0-75-y12-1.78.O,2015
0-75-y12-1.78.O,2017
0-75-y12-1.78.O,2018
0-75-y12-1.78.O,2019
0-75-y12-1.78.O,2020
0-75-y12-1.78.O,2021
0-75-y12-1.78.O,2022
0-75-y12-1.78.O,4565
0-75-y12-1.78.O,4566
0-75-y12-1.78.O,4567
0-75-y12-1.78.O,2031
0-75-y12-1.78.O,2032
0-75-y12-1.78.O,2033
0-75-y12-1.78.O,2034
0-75-y12-1.78.O,2035
0-75-y12-1.78.O,2036
0-75-y12-1.78.O,2038
0-75-y12-1.79.O,4342
0-75-y12-1.79.O,4348
0-75-y12-1.79.O,4646
0-75-y12-1.79.O,4647
0-75-y12-1.79.O,4435
0-75-y12-1.79.O,2605
0-75-y12-1.79.O,2538
0-75-y12-1.79.O,2539
0-75-y12-1.79.O,2540
0-75-y12-1.79.O,2542
0-75-y12-1.79.O,6128
0-75-y12-1.79.O,2544
0-75-y12-1.79.O,2545
0-75-y12-1.79.O,2547
0-75-y12-1.79.O,2548
0-75-y12-1.79.O,0946
0-75-y12-1.79.O,1131
0-75-y12-1.79.O,1132
0-75-y12-1.79.O,1133
0-75-y12-1.79.O,1134
0-75-y12-1.79.O,5131
0-75-y12-1.79.O,5132
0-75-y12-1.79.O,1305
0-75-y12-1.79.O,1306
0-75-y12-1.79.O,1307
0-75-y12-1.79.O,1308
0-75-y12-1.79.O,1309
0-75-y12-1.79.O,4332
0-75-y12-1.79.O,4333
0-75-y12-1.79.O,4334
0-75-y12-1.79.O,4712
0-75-y12-1.79.O,2853
0-75-y12-1.79.O,2854
0-75-y12-1.79.O,2855
0-75-y12-1.79.O,2856
0-75-y12-1.79.O,2857
0-75-y12-1.79.O,2858
0-75-y12-1.79.O,2859
0-75-y12-1.79.O,2861
0-75-y12-1.79.O,2862
0-75-y12-1.79.O,2863
0-75-y12-1.79.O,2864
0-75-y12-1.79.O,4486
0-75-y12-1.79.O,4586
0-75-y12-1.79.O,2872
0-75-y12-1.79.O,2873
0-75-y12-1.79.O,2874
0-75-y12-1.79.O,2877
0-75-y12-1.79.O,7394
0-75-y12-1.79.O,2878
0-75-y12-1.79.O,2879
0-75-y12-1.79.O,4779
0-75-y12-1.79.O,7057
0-75-y12-1.79.O,4847
0-75-y12-1.79.O,4848
0-75-y12-1.79.O,0449
0-75-y12-1.79.O,0450
0-75-y12-1.79.O,3181
0-75-y12-1.79.O,0447
0-75-y12-1.79.O,5045
0-75-y12-1.79.O,4460
0-75-y12-1.79.O,0453
0-75-y12-1.79.O,4477
0-75-y12-1.79.O,3321
0-75-y12-1.79.O,4571
0-75-y12-1.79.O,2013
0-75-y12-1.79.O,2014
0-75-y12-1.79.O,4636
0-75-y12-1.79.O,2016
0-75-y12-1.79.O,2015
0-75-y12-1.79.O,2017
0-75-y12-1.79.O,2018
0-75-y12-1.79.O,2019
0-75-y12-1.79.O,2020
0-75-y12-1.79.O,2021
0-75-y12-1.79.O,2022
0-75-y12-1.79.O,4565
0-75-y12-1.79.O,4566
0-75-y12-1.79.O,4567
0-75-y12-1.79.O,2031
0-75-y12-1.79.O,2032
0-75-y12-1.79.O,2033
0-75-y12-1.79.O,2034
0-75-y12-1.79.O,2035
0-75-y12-1.79.O,2036
0-75-y12-1.79.O,2038
0-75-y12-1.80.I,2038
0-75-y12-1.80.I,2039
0-75-y12-1.80.I,2040
0-75-y12-1.80.I,2041
0-75-y12-1.80.I,2042
0-75-y12-1.80.I,2043
0-75-y12-1.80.I,2044
0-75-y12-1.80.I,2045
0-75-y12-1.80.I,2046
0-75-y12-1.80.I,4568
0-75-y12-1.80.I,4569
0-75-y12-1.80.I,4570
0-75-y12-1.80.I,2056
0-75-y12-1.80.I,2057
0-75-y12-1.80.I,2058
0-75-y12-1.80.I,2059
0-75-y12-1.80.I,2060
0-75-y12-1.80.I,2061
0-75-y12-1.80.I,2062
0-75-y12-1.80.I,2063
0-75-y12-1.80.I,2064
0-75-y12-1.80.I,2065
0-75-y12-1.80.I,4637
0-75-y12-1.80.I,3322
0-75-y12-1.80.I,3563
0-75-y12-1.80.I,0444
0-75-y12-1.80.I,0445
0-75-y12-1.80.I,7393
0-75-y12-1.80.I,2880
0-75-y12-1.80.I,2882
0-75-y12-1.80.I,2883
0-75-y12-1.80.I,2885
0-75-y12-1.80.I,2886
0-75-y12-1.80.I,2887
0-75-y12-1.80.I,4587
0-75-y12-1.80.I,2842
0-75-y12-1.80.I,2843
0-75-y12-1.80.I,2844
0-75-y12-1.80.I,2845
0-75-y12-1.80.I,2860
0-75-y12-1.80.I,2846
0-75-y12-1.80.I,2847
0-75-y12-1.80.I,4397
0-75-y12-1.80.I,2848
0-75-y12-1.80.I,2849
0-75-y12-1.80.I,2850
0-75-y12-1.80.I,2851
0-75-y12-1.80.I,2852
0-75-y12-1.80.I,4707
0-75-y12-1.80.I,4708
0-75-y12-1.80.I,4336
0-75-y12-1.80.I,4337
0-75-y12-1.80.I,1317
0-75-y12-1.80.I,1318
0-75-y12-1.80.I,1319
0-75-y12-1.80.I,1281
0-75-y12-1.80.I,1329
0-75-y12-1.80.I,1330
0-75-y12-1.80.I,5129
0-75-y12-1.80.I,5130
0-75-y12-1.80.I,1138
0-75-y12-1.80.I,1139
0-75-y12-1.80.I,1140
0-75-y12-1.80.I,2515
0-75-y12-1.80.I,2516
0-75-y12-1.80.I,2517
0-75-y12-1.80.I,2518
0-75-y12-1.80.I,2520
0-75-y12-1.80.I,2521
0-75-y12-1.80.I,2522
0-75-y12-1.80.I,2524
0-75-y12-1.80.I,2523
0-75-y12-1.80.I,2532
0-75-y12-1.80.I,2533
0-75-y12-1.80.I,2534
0-75-y12-1.80.I,2535
0-75-y12-1.80.I,2536
0-75-y12-1.80.I,2616
0-75-y12-1.80.I,2617
0-75-y12-1.80.I,2557
0-75-y12-1.80.I,4436
0-75-y12-1.80.I,5008
0-75-y12-1.80.I,4640
0-75-y12-1.80.I,4347
0-75-y12-1.80.I,7181
0-75-y12-1.81.I,2060
0-75-y12-1.81.I,2061
0-75-y12-1.81.I,2062
0-75-y12-1.81.I,2063
0-75-y12-1.81.I,2064
0-75-y12-1.81.I,2065
0-75-y12-1.81.I,4637
0-75-y12-1.81.I,3322
0-75-y12-1.81.I,3563
0-75-y12-1.81.I,0444
0-75-y12-1.81.I,0445
0-75-y12-1.81.I,7393
0-75-y12-1.81.I,2880
0-75-y12-1.81.I,2882
0-75-y12-1.81.I,2883
0-75-y12-1.81.I,2885
0-75-y12-1.81.I,2886
0-75-y12-1.81.I,2887
0-75-y12-1.81.I,4587
0-75-y12-1.81.I,2842
0-75-y12-1.81.I,2843
0-75-y12-1.81.I,2844
0-75-y12-1.81.I,2845
0-75-y12-1.81.I,2860
0-75-y12-1.81.I,2846
0-75-y12-1.81.I,2847
0-75-y12-1.81.I,4397
0-75-y12-1.81.I,2848
0-75-y12-1.81.I,2849
0-75-y12-1.81.I,2850
0-75-y12-1.81.I,2851
0-75-y12-1.81.I,2852
0-75-y12-1.81.I,4707
0-75-y12-1.81.I,4708
0-75-y12-1.81.I,4336
0-75-y12-1.81.I,4337
0-75-y12-1.81.I,1317
0-75-y12-1.81.I,1318
0-75-y12-1.81.I,1319
0-75-y12-1.81.I,1281
0-75-y12-1.81.I,1329
0-75-y12-1.81.I,1330
0-75-y12-1.81.I,5129
0-75-y12-1.81.I,5130
0-75-y12-1.81.I,1138
0-75-y12-1.81.I,1139
0-75-y12-1.81.I,1140
0-75-y12-1.81.I,2515
0-75-y12-1.81.I,2516
0-75-y12-1.81.I,2517
0-75-y12-1.81.I,2518
0-75-y12-1.81.I,2520
0-75-y12-1.81.I,2521
0-75-y12-1.81.I,2522
0-75-y12-1.81.I,2524
0-75-y12-1.81.I,2523
0-75-y12-1.81.I,2532
0-75-y12-1.81.I,2533
0-75-y12-1.81.I,2534
0-75-y12-1.81.I,2535
0-75-y12-1.81.I,2536
0-75-y12-1.81.I,2616
0-75-y12-1.81.I,2617
0-75-y12-1.81.I,2557
0-75-y12-1.81.I,4436
0-75-y12-1.81.I,5008
0-75-y12-1.81.I,4640
0-75-y12-1.81.I,4347
0-75-y12-1.81.I,7181
0-75-y12-1.82.I,2038
0-75-y12-1.82.I,2039
0-75-y12-1.82.I,2040
0-75-y12-1.82.I,2041
0-75-y12-1.82.I,2042
0-75-y12-1.82.I,2043
0-75-y12-1.82.I,2044
0-75-y12-1.82.I,2045
0-75-y12-1.82.I,2046
0-75-y12-1.82.I,4568
0-75-y12-1.82.I,4569
0-75-y12-1.82.I,4570
0-75-y12-1.82.I,2056
0-75-y12-1.82.I,2057
0-75-y12-1.82.I,2058
0-75-y12-1.82.I,2059
0-75-y12-1.82.I,2060
0-75-y12-1.82.I,2061
0-75-y12-1.82.I,2062
0-75-y12-1.82.I,2063
0-75-y12-1.82.I,2064
0-75-y12-1.82.I,2065
0-75-y12-1.82.I,4637
0-75-y12-1.82.I,3322
0-75-y12-1.82.I,3563
0-75-y12-1.82.I,0444
0-75-y12-1.82.I,0445
0-75-y12-1.82.I,7393
0-75-y12-1.82.I,2880
0-75-y12-1.82.I,2882
0-75-y12-1.82.I,2883
0-75-y12-1.82.I,2885
0-75-y12-1.82.I,2886
0-75-y12-1.82.I,2887
0-75-y12-1.82.I,4587
0-75-y12-1.82.I,2842
0-75-y12-1.82.I,2843
0-75-y12-1.82.I,2844
0-75-y12-1.82.I,2845
0-75-y12-1.82.I,2860
0-75-y12-1.82.I,2846
0-75-y12-1.82.I,2847
0-75-y12-1.82.I,4397
0-75-y12-1.82.I,2848
0-75-y12-1.82.I,2849
0-75-y12-1.82.I,2850
0-75-y12-1.82.I,2851
0-75-y12-1.82.I,2852
0-75-y12-1.82.I,4707
0-75-y12-1.82.I,4708
0-75-y12-1.82.I,4336
0-75-y12-1.82.I,4337
0-75-y12-1.82.I,1317
0-75-y12-1.82.I,1318
0-75-y12-1.82.I,1319
0-75-y12-1.82.I,1281
0-75-y12-1.82.I,1329
0-75-y12-1.82.I,1330
0-75-y12-1.82.I,5129
0-75-y12-1.82.I,5130
0-75-y12-1.82.I,1138
0-75-y12-1.82.I,1139
0-75-y12-1.82.I,1140
0-75-y12-1.82.I,2515
0-75-y12-1.82.I,2516
0-75-y12-1.82.I,2517
0-75-y12-1.82.I,2518
0-75-y12-1.82.I,2520
0-75-y12-1.82.I,2521
0-75-y12-1.82.I,2522
0-75-y12-1.82.I,2524
0-75-y12-1.82.I,2523
0-75-y12-1.82.I,2532
0-75-y12-1.82.I,2533
0-75-y12-1.82.I,2534
0-75-y12-1.82.I,2535
0-75-y12-1.82.I,2536
0-75-y12-1.82.I,2616
0-75-y12-1.82.I,2617
0-75-y12-1.82.I,5008
0-75-y12-1.82.I,4640
0-75-y12-1.82.I,4347
0-75-y12-1.82.I,7181
0-75-y12-1.83.I,2038
0-75-y12-1.83.I,2039
0-75-y12-1.83.I,2040
0-75-y12-1.83.I,2041
0-75-y12-1.83.I,2042
0-75-y12-1.83.I,2043
0-75-y12-1.83.I,2044
0-75-y12-1.83.I,2045
0-75-y12-1.83.I,2046
0-75-y12-1.83.I,4568
0-75-y12-1.83.I,4569
0-75-y12-1.83.I,4570
0-75-y12-1.83.I,2056
0-75-y12-1.83.I,2057
0-75-y12-1.83.I,2058
0-75-y12-1.83.I,2059
0-75-y12-1.83.I,2060
0-75-y12-1.83.I,2061
0-75-y12-1.83.I,2062
0-75-y12-1.83.I,2063
0-75-y12-1.83.I,2064
0-75-y12-1.83.I,2065
0-75-y12-1.83.I,4637
0-75-y12-1.83.I,3322
0-75-y12-1.83.I,3563
0-75-y12-1.83.I,0444
0-75-y12-1.83.I,0445
0-75-y12-1.83.I,4779
0-75-y12-1.83.I,7057
0-75-y12-1.83.I,4847
0-75-y12-1.83.I,4848
0-75-y12-1.83.I,0449
0-75-y12-1.83.I,0450
0-75-y12-1.83.I,3181
0-75-y12-1.83.I,0447
0-75-y12-1.83.I,5045
0-75-y12-1.83.I,7393
0-75-y12-1.83.I,2880
0-75-y12-1.83.I,2882
0-75-y12-1.83.I,2883
0-75-y12-1.83.I,2885
0-75-y12-1.83.I,2886
0-75-y12-1.83.I,2887
0-75-y12-1.83.I,4587
0-75-y12-1.83.I,2842
0-75-y12-1.83.I,2843
0-75-y12-1.83.I,2844
0-75-y12-1.83.I,2845
0-75-y12-1.83.I,2860
0-75-y12-1.83.I,2846
0-75-y12-1.83.I,2847
0-75-y12-1.83.I,4397
0-75-y12-1.83.I,2848
0-75-y12-1.83.I,2849
0-75-y12-1.83.I,2850
0-75-y12-1.83.I,2851
0-75-y12-1.83.I,2852
0-75-y12-1.83.I,4707
0-75-y12-1.83.I,4708
0-75-y12-1.83.I,4336
0-75-y12-1.83.I,4337
0-75-y12-1.83.I,1317
0-75-y12-1.83.I,1318
0-75-y12-1.83.I,1319
0-75-y12-1.83.I,1281
0-75-y12-1.83.I,1329
0-75-y12-1.83.I,1330
0-75-y12-1.83.I,5129
0-75-y12-1.83.I,5130
0-75-y12-1.83.I,1138
0-75-y12-1.83.I,1139
0-75-y12-1.83.I,1140
0-75-y12-1.83.I,2515
0-75-y12-1.83.I,2516
0-75-y12-1.83.I,2517
0-75-y12-1.83.I,2518
0-75-y12-1.83.I,2520
0-75-y12-1.83.I,2521
0-75-y12-1.83.I,2522
0-75-y12-1.83.I,2524
0-75-y12-1.83.I,2523
0-75-y12-1.83.I,2532
0-75-y12-1.83.I,2533
0-75-y12-1.83.I,2534
0-75-y12-1.83.I,2535
0-75-y12-1.83.I,2536
0-75-y12-1.83.I,2616
0-75-y12-1.83.I,2617
0-75-y12-1.83.I,2557
0-75-y12-1.83.I,4436
0-75-y12-1.83.I,5008
0-75-y12-1.83.I,4640
0-75-y12-1.83.I,4347
0-75-y12-1.83.I,7181
0-114-y12-1.92.O,6200
0-114-y12-1.92.O,6201
0-114-y12-1.92.O,6196
0-114-y12-1.92.O,3532
0-114-y12-1.92.O,3533
0-114-y12-1.92.O,3491
0-114-y12-1.92.O,6007
0-114-y12-1.92.O,4349
0-114-y12-1.92.O,3184
0-114-y12-1.92.O,0449
0-114-y12-1.92.O,0450
0-114-y12-1.92.O,3181
0-114-y12-1.92.O,5142
0-114-y12-1.92.O,3187
0-114-y12-1.92.O,3188
0-114-y12-1.92.O,3189
0-114-y12-1.92.O,3190
0-114-y12-1.92.O,3191
0-114-y12-1.92.O,3192
0-114-y12-1.92.O,3193
0-114-y12-1.92.O,3194
0-114-y12-1.92.O,3195
0-114-y12-1.92.O,3196
0-114-y12-1.92.O,3198
0-114-y12-1.92.O,3199
0-114-y12-1.92.O,3200
0-114-y12-1.92.O,3201
0-114-y12-1.92.O,3085
0-114-y12-1.93.I,3085
0-114-y12-1.93.I,3082
0-114-y12-1.93.I,3165
0-114-y12-1.93.I,3166
0-114-y12-1.93.I,3167
0-114-y12-1.93.I,3168
0-114-y12-1.93.I,3169
0-114-y12-1.93.I,3171
0-114-y12-1.93.I,3173
0-114-y12-1.93.I,3174
0-114-y12-1.93.I,3175
0-114-y12-1.93.I,3176
0-114-y12-1.93.I,3177
0-114-y12-1.93.I,3178
0-114-y12-1.93.I,3179
0-114-y12-1.93.I,4984
0-114-y12-1.93.I,0448
0-114-y12-1.93.I,4457
0-114-y12-1.93.I,3182
0-114-y12-1.93.I,3183
0-114-y12-1.93.I,4350
0-114-y12-1.93.I,5143
0-114-y12-1.93.I,2833
0-114-y12-1.93.I,6006
0-114-y12-1.93.I,3493
0-114-y12-1.93.I,3494
0-114-y12-1.93.I,6197
0-114-y12-1.93.I,6198
0-114-y12-1.93.I,6199
0-130-y12-1.110.O,0293
0-130-y12-1.110.O,0496
0-130-y12-1.110.O,0497
0-130-y12-1.110.O,0515
0-130-y12-1.110.O,0516
0-130-y12-1.110.O,4384
0-130-y12-1.110.O,0519
0-130-y12-1.110.O,0521
0-130-y12-1.110.O,0522
0-130-y12-1.110.O,0523
0-130-y12-1.110.O,1740
0-130-y12-1.110.O,1741
0-130-y12-1.110.O,1742
0-130-y12-1.110.O,1743
0-130-y12-1.110.O,1744
0-130-y12-1.110.O,1745
0-130-y12-1.110.O,1746
0-130-y12-1.110.O,1747
0-130-y12-1.110.O,1748
0-130-y12-1.110.O,1749
0-130-y12-1.110.O,1751
0-130-y12-1.110.O,1752
0-130-y12-1.110.O,1753
0-130-y12-1.110.O,1754
0-130-y12-1.110.O,1759
0-130-y12-1.110.O,1758
0-130-y12-1.110.O,1750
0-130-y12-1.110.O,1769
0-130-y12-1.110.O,1770
0-130-y12-1.110.O,1771
0-130-y12-1.110.O,1760
0-130-y12-1.110.O,1761
0-130-y12-1.110.O,1762
0-130-y12-1.110.O,1763
0-130-y12-1.110.O,1764
0-130-y12-1.110.O,1765
0-130-y12-1.110.O,1767
0-130-y12-1.111.I,1772
0-130-y12-1.111.I,1773
0-130-y12-1.111.I,1774
0-130-y12-1.111.I,1775
0-130-y12-1.111.I,1776
0-130-y12-1.111.I,1777
0-130-y12-1.111.I,1778
0-130-y12-1.111.I,1755
0-130-y12-1.111.I,1756
0-130-y12-1.111.I,1757
0-130-y12-1.111.I,1794
0-130-y12-1.111.I,7469
0-130-y12-1.111.I,1724
0-130-y12-1.111.I,1725
0-130-y12-1.111.I,1726
0-130-y12-1.111.I,1727
0-130-y12-1.111.I,1728
0-130-y12-1.111.I,1729
0-130-y12-1.111.I,1730
0-130-y12-1.111.I,1731
0-130-y12-1.111.I,1732
