route_short_name,trip_headsign,stop_sequence,stop_id,stop_name
0001,Shanard Avenue - Simmonscourt View,1,0226,"Shanard Road, Santry"
0001,Shanard Avenue - Simmonscourt View,2,0228,"Shanliss Rd, Santry"
0001,Shanard Avenue - Simmonscourt View,3,0229,"Shanliss Rd, Santry"
0001,Shanard Avenue - Simmonscourt View,4,0227,"Shanliss Rd, Santry"
0001,Shanard Avenue - Simmonscourt View,5,0230,"Shanliss Rd, Santry"
0001,Shanard Avenue - Simmonscourt View,6,0231,"Swords Road, Santry"
0001,Shanard Avenue - Simmonscourt View,7,1641,"Swords Road, Whitehall"
0001,Shanard Avenue - Simmonscourt View,8,1642,"Swords Road, Whitehall"
0001,Shanard Avenue - Simmonscourt View,9,0213,"Swords Road, Whitehall"
0001,Shanard Avenue - Simmonscourt View,10,0214,"Swords Road, Whitehall"
0001,Shanard Avenue - Simmonscourt View,11,4432,"Swords Road, Whitehall"
0001,Shanard Avenue - Simmonscourt View,12,0119,"Drumcondra Rd, Whitehall"
0001,Shanard Avenue - Simmonscourt View,13,0044,"Drumcondra Rd, Drumcondra"
0001,Shanard Avenue - Simmonscourt View,14,0045,"Drumcondra Rd, Drumcondra"
0001,Shanard Avenue - Simmonscourt View,15,0046,"Drumcondra Rd, Drumcondra"
0001,Shanard Avenue - Simmonscourt View,16,0047,"Drumcondra Rd, Drumcondra"
0001,Shanard Avenue - Simmonscourt View,17,0048,"Drumcondra Rd, Drumcondra"
0001,Shanard Avenue - Simmonscourt View,18,0049,"Lowr Dorset St, Ballybough"
0001,Shanard Avenue - Simmonscourt View,19,0050,"Lowr Dorset St, Dublin"
0001,Shanard Avenue - Simmonscourt View,20,0051,"Uppr Dorset St, Dublin"
0001,Shanard Avenue - Simmonscourt View,21,0052,"Uppr Dorset St, Dublin"
0001,Shanard Avenue - Simmonscourt View,22,0265,"Parnell Square E, Dublin"
0001,Shanard Avenue - Simmonscourt View,23,0271,"O'Connell St, Dublin"
0001,Shanard Avenue - Simmonscourt View,24,0340,"Townsend St, Trinity College"
0001,Shanard Avenue - Simmonscourt View,25,0350,"Lowr Sandwith St, Dublin City South"
0001,Shanard Avenue - Simmonscourt View,26,0351,"Pearse Street, Pearse Station"
0001,Shanard Avenue - Simmonscourt View,27,0352,"Pearse Street, Grand Canal Dock"
0001,Shanard Avenue - Simmonscourt View,28,0353,"Pearse Street, Grand Canal Dock"
0001,Shanard Avenue - Simmonscourt View,29,0354,"Ringsend Road, Grand Canal Dock"
0001,Shanard Avenue - Simmonscourt View,30,0355,"Ringsend Road, Grand Canal Dock"
0001,Shanard Avenue - Simmonscourt View,31,0356,"Bridge Street, Ringsend"
0001,Shanard Avenue - Simmonscourt View,32,0357,"Irishtown Rd, Irishtown"
0001,Shanard Avenue - Simmonscourt View,33,0390,"Tritonville Road, Sandymount"
0001,Shanard Avenue - Simmonscourt View,34,0372,"Sandymount Rd, Sandymount"
0001,Shanard Avenue - Simmonscourt View,35,0373,"Sandymount Rd, Sandymount"
0001,Shanard Avenue - Simmonscourt View,36,0374,"Sandymount Rd, Sandymount"
0001,Shanard Avenue - Simmonscourt View,37,0375,"Seafort Ave, Sandymount"
0001,Shanard Avenue - Simmonscourt View,38,2804,"Strand Road, Sandymount"
0001,Shanard Avenue - Simmonscourt View,39,0376,"Strand Road, Sandymount"
0001,Shanard Avenue - Simmonscourt View,40,0377,"Strand Road, Sandymount"
0001,Shanard Avenue - Simmonscourt View,41,0378,"Strand Road, Sandymount"
0001,Shanard Avenue - Simmonscourt View,42,0380,"St. John's Road E., Sandymount"
0001,Simmonscourt View - Shanard Avenue,1,0381,"Park Avenue, Sandymount"
0001,Simmonscourt View - Shanard Avenue,2,0382,"St. John's Road, Sandymount"
0001,Simmonscourt View - Shanard Avenue,3,4451,"Strand Road, Sandymount"
0001,Simmonscourt View - Shanard Avenue,4,0383,"Strand Road, Sandymount"
0001,Simmonscourt View - Shanard Avenue,5,0384,"Strand Road, Sandymount"
0001,Simmonscourt View - Shanard Avenue,6,0385,"Newgrove Ave, Sandymount"
0001,Simmonscourt View - Shanard Avenue,12,0387,"Sandymount Rd, Sandymount"
0001,Simmonscourt View - Shanard Avenue,13,0388,"Sandymount Rd, Sandymount"
0001,Simmonscourt View - Shanard Avenue,14,0389,"Sandymount Rd, Sandymount"
0001,Simmonscourt View - Shanard Avenue,15,0393,"Tritonville Road, Sandymount"
0001,Simmonscourt View - Shanard Avenue,16,0371,"Irishtown Rd, Irishtown"
0001,Simmonscourt View - Shanard Avenue,17,0391,"Irishtown Rd, Irishtown"
0001,Simmonscourt View - Shanard Avenue,18,0392,"Bridge Street, Ringsend"
0001,Simmonscourt View - Shanard Avenue,19,0395,"Ringsend Road, Grand Canal Dock"
0001,Simmonscourt View - Shanard Avenue,20,0396,"Pearse Street, Grand Canal Dock"
0001,Simmonscourt View - Shanard Avenue,21,0397,"Pearse Street, Grand Canal Dock"
0001,Simmonscourt View - Shanard Avenue,22,0398,"Pearse Street, Pearse Station"
0001,Simmonscourt View - Shanard Avenue,23,0399,"Pearse Street, Pearse Station"
0001,Simmonscourt View - Shanard Avenue,24,0400,"Pearse Street, Dublin City South"
0001,Simmonscourt View - Shanard Avenue,25,0319,"Westmoreland Street, Dublin City South"
0001,Simmonscourt View - Shanard Avenue,26,0278,"O'Connell St, Dublin"
0001,Simmonscourt View - Shanard Avenue,27,0010,"Parnell Square, Rotunda"
0001,Simmonscourt View - Shanard Avenue,28,0012,"Dorset St, Dublin"
0001,Simmonscourt View - Shanard Avenue,29,0014,"Dorset St, Phibsborough"
0001,Simmonscourt View - Shanard Avenue,30,0015,"Dorset St, Ballybough"
0001,Simmonscourt View - Shanard Avenue,31,0017,"Drumcondra Rd, Drumcondra"
0001,Simmonscourt View - Shanard Avenue,32,0018,"Drumcondra Rd, Drumcondra"
0001,Simmonscourt View - Shanard Avenue,33,0019,"Drumcondra Rd, Drumcondra"
0001,Simmonscourt View - Shanard Avenue,34,0021,"Drumcondra Rd, Drumcondra"
0001,Simmonscourt View - Shanard Avenue,35,0085,"Drumcondra Rd, Drumcondra"
0001,Simmonscourt View - Shanard Avenue,36,0203,"Swords Road, Whitehall"
0001,Simmonscourt View - Shanard Avenue,37,0204,"Swords Road, Whitehall"
0001,Simmonscourt View - Shanard Avenue,38,0205,"Swords Road, Whitehall"
0001,Simmonscourt View - Shanard Avenue,39,1620,"Swords Road, Whitehall"
0001,Simmonscourt View - Shanard Avenue,40,0220,"Swords Road, Santry"
0001,Simmonscourt View - Shanard Avenue,41,0221,"Shanowen Rd, Santry"
0001,Simmonscourt View - Shanard Avenue,42,0222,"Shanliss Rd, Santry"
0001,Simmonscourt View - Shanard Avenue,43,0223,"Shanliss Rd, Santry"
0001,Simmonscourt View - Shanard Avenue,44,0224,"Shanard Road, Santry"
0001,Simmonscourt View - Shanard Avenue,45,0225,"Shanard Road, Santry"
0001,Simmonscourt View - Shanard Avenue,46,0226,"Shanard Road, Santry"
0102,DART Station - Terminal 1,1,4381,"Sutton, Sutton"
0102,DART Station - Terminal 1,2,0935,"Station Road, Baldoyle"
0102,DART Station - Terminal 1,3,0936,"Strand Road, Baldoyle"
0102,DART Station - Terminal 1,4,0913,"Baldoyle, Baldoyle"
0102,DART Station - Terminal 1,5,0914,"Baldoyle, Churchtown"
0102,DART Station - Terminal 1,6,0938,"Coast Road, Portmarnock"
0102,DART Station - Terminal 1,7,0940,"Coast Road, Portmarnock"
0102,DART Station - Terminal 1,8,0941,"Coast Road, Portmarnock"
0102,DART Station - Terminal 1,9,0942,"Coast Road, Portmarnock"
0102,DART Station - Terminal 1,10,0943,"Strand Road, Portmarnock"
0102,DART Station - Terminal 1,11,4503,"Strand Road, Portmarnock"
0102,DART Station - Terminal 1,12,3599,"Strand Road, Portmarnock"
0102,DART Station - Terminal 1,13,3610,"Carrickhill Rd, Portmarnock"
0102,DART Station - Terminal 1,14,3611,"Carrickhill Rd, Portmarnock"
0102,DART Station - Terminal 1,15,6135,"Carrickhill Rd, Portmarnock"
0102,DART Station - Terminal 1,16,3612,"Carrickhill Rd, Portmarnock"
0102,DART Station - Terminal 1,17,3613,"Redfern Ave, Portmarnock"
0102,DART Station - Terminal 1,18,3615,"Wendell Avenue, Portmarnock"
0102,DART Station - Terminal 1,19,3616,"Coast Road, Portmarnock"
0102,DART Station - Terminal 1,20,3618,"Coast Road, Portmarnock"
0102,DART Station - Terminal 1,21,3619,"Coast Road, Malahide"
0102,DART Station - Terminal 1,22,3620,"Coast Road, Malahide"
0102,DART Station - Terminal 1,23,3622,"Coast Rd Malahide, Malahide"
0102,DART Station - Terminal 1,24,3623,"Coast Road, Malahide"
0102,DART Station - Terminal 1,25,4387,"Malahide, Malahide"
0102,DART Station - Terminal 1,26,3634,"Malahide, Malahide"
0102,DART Station - Terminal 1,27,3635,"Dublin Rd, Malahide"
0102,DART Station - Terminal 1,28,3636,"Dublin Rd, Malahide"
0102,DART Station - Terminal 1,29,0905,"Yellow Walls Rd, Malahide"
0102,DART Station - Terminal 1,30,4331,"Estuary Road, Malahide"
0102,DART Station - Terminal 1,31,3641,"Estuary Road, Malahide"
0102,DART Station - Terminal 1,32,4339,"Estuary Road, Malahide"
0102,DART Station - Terminal 1,33,6010,"Malahide Road, Malahide"
0102,DART Station - Terminal 1,34,3656,"Mountgorry Way, Swords"
0102,DART Station - Terminal 1,35,3653,"Mountgorry Way, Swords"
0102,DART Station - Terminal 1,36,1039,"Malahide Road, Swords"
0102,DART Station - Terminal 1,37,1040,"Malahide Road, Swords"
0102,DART Station - Terminal 1,38,6054,"Malahide Road, Swords"
0102,DART Station - Terminal 1,39,4330,"Malahide Road, Swords"
0102,DART Station - Terminal 1,40,3572,"Forest Road, Swords"
0102,DART Station - Terminal 1,41,3701,"Forest Road, Swords"
0102,DART Station - Terminal 1,42,3702,"River Valley Rd, Rathingle"
0102,DART Station - Terminal 1,43,3088,"River Valley Rd, Rathingle"
0102,DART Station - Terminal 1,44,3704,"River Valley Rd, Rathingle"
0102,DART Station - Terminal 1,45,3705,"Rathingle Road, Rathingle"
0102,DART Station - Terminal 1,46,0733,"Rathingle Road, Rathingle"
0102,DART Station - Terminal 1,47,6015,"Rathingle Road, Rathingle"
0102,DART Station - Terminal 1,48,0788,"Forest Road, Boroimhe"
0102,DART Station - Terminal 1,49,0815,"Forest Road, Rathingle"
0102,DART Station - Terminal 1,50,0816,"Naul Road, Rathingle"
0102,DART Station - Terminal 1,51,3663,"Swords Road, Dublin Airport"
0102,DART Station - Terminal 1,52,7348,"Airport, Dublin Airport"
0102,Terminal 1 - DART Station,1,7348,"Airport, Dublin Airport"
0102,Terminal 1 - DART Station,2,3669,"Airport Nth Rd, Dublin Airport"
0102,Terminal 1 - DART Station,3,3671,"Swords Road, Dublin Airport"
0102,Terminal 1 - DART Station,4,3672,"Swords Road, Nevinstown"
0102,Terminal 1 - DART Station,5,3078,"Forest Road, Rathingle"
0102,Terminal 1 - DART Station,6,3087,"Forest Road, Boroimhe"
0102,Terminal 1 - DART Station,7,6033,"Rathingle Road, Rathingle"
0102,Terminal 1 - DART Station,8,3089,"Rathingle Road, Rathingle"
0102,Terminal 1 - DART Station,9,3090,"Rathingle Road, Rathingle"
0102,Terminal 1 - DART Station,10,3706,"Rathingle Road, Rathingle"
0102,Terminal 1 - DART Station,11,3707,"Rathingle Road, Rathingle"
0102,Terminal 1 - DART Station,12,3708,"River Valley Rd, Rathingle"
0102,Terminal 1 - DART Station,13,3709,"River Valley Rd, Rathingle"
0102,Terminal 1 - DART Station,14,3710,"River Valley Rd, Rathingle"
0102,Terminal 1 - DART Station,15,4925,"Forest Road, Swords"
0102,Terminal 1 - DART Station,16,4926,"Forest Road, Knocksedan"
0102,Terminal 1 - DART Station,17,3678,"Main Street Swords, Swords"
0102,Terminal 1 - DART Station,18,6117,"Malahide Road, Swords"
0102,Terminal 1 - DART Station,19,1041,"Malahide Road, Swords"
0102,Terminal 1 - DART Station,20,1050,"Malahide Road, Swords"
0102,Terminal 1 - DART Station,21,3656,"Mountgorry Way, Swords"
0102,Terminal 1 - DART Station,22,3653,"Mountgorry Way, Swords"
0102,Terminal 1 - DART Station,23,6055,"Malahide Road, Malahide"
0102,Terminal 1 - DART Station,24,1073,"Malahide Road, Malahide"
0102,Terminal 1 - DART Station,25,3641,"Estuary Road, Malahide"
0102,Terminal 1 - DART Station,26,3642,"Estuary Road, Malahide"
0102,Terminal 1 - DART Station,27,3643,"Yellow Walls Rd, Malahide"
0102,Terminal 1 - DART Station,28,3583,"Dublin Rd, Malahide"
0102,Terminal 1 - DART Station,29,3584,"Dublin Rd, Malahide"
0102,Terminal 1 - DART Station,30,3585,"Malahide, Malahide"
0102,Terminal 1 - DART Station,31,3586,"Malahide Vlg, Malahide"
0102,Terminal 1 - DART Station,32,3587,"Coast Road, Malahide"
0102,Terminal 1 - DART Station,33,3588,"Coast Road, Malahide"
0102,Terminal 1 - DART Station,34,3590,"Coast Road, Malahide"
0102,Terminal 1 - DART Station,35,3589,"Coast Road, Malahide"
0102,Terminal 1 - DART Station,36,3591,"Coast Road, Malahide"
0102,Terminal 1 - DART Station,37,3592,"Coast Road, Portmarnock"
0102,Terminal 1 - DART Station,38,3605,"Wendell Avenue, Portmarnock"
0102,Terminal 1 - DART Station,39,3606,"Wendell Avenue, Portmarnock"
0102,Terminal 1 - DART Station,40,3607,"Redfern Ave, Portmarnock"
0102,Terminal 1 - DART Station,41,3608,"Carrickhill Rd, Portmarnock"
0102,Terminal 1 - DART Station,42,3609,"Carrickhill Rd, Portmarnock"
0102,Terminal 1 - DART Station,43,3598,"Strand Road, Portmarnock"
0102,Terminal 1 - DART Station,44,4465,"Strand Road, Portmarnock"
0102,Terminal 1 - DART Station,45,0944,"Coast Road, Portmarnock"
0102,Terminal 1 - DART Station,46,0945,"Coast Road, Portmarnock"
0102,Terminal 1 - DART Station,47,0947,"Coast Road, Portmarnock"
0102,Terminal 1 - DART Station,48,0948,"Coast Road, Portmarnock"
0102,Terminal 1 - DART Station,49,0949,"Coast Road, Portmarnock"
0102,Terminal 1 - DART Station,50,0950,"Baldoyle Vlg, Baldoyle"
0102,Terminal 1 - DART Station,51,0928,"Baldoyle, Churchtown"
0102,Terminal 1 - DART Station,52,0951,"Strand Road, Fingal"
0102,Terminal 1 - DART Station,53,0952,"Strand Road, Fingal"
0102,Terminal 1 - DART Station,54,0953,"Station Road, Baldoyle"
0102,Terminal 1 - DART Station,55,4381,"Sutton, Sutton"
0104,Bus Garage - Shanard Avenue,1,1730,"Clontarf Rd, Dollymount"
0104,Bus Garage - Shanard Avenue,2,1731,"Clontarf Rd, Clontarf"
0104,Bus Garage - Shanard Avenue,3,1732,"Clontarf Rd, Clontarf"
0104,Bus Garage - Shanard Avenue,4,1733,"Clontarf Rd, Clontarf"
0104,Bus Garage - Shanard Avenue,5,1650,"Castle Ave, Clontarf"
0104,Bus Garage - Shanard Avenue,6,1652,"Castle Ave, Clontarf"
0104,Bus Garage - Shanard Avenue,7,5141,"Castle Ave, Clontarf"
0104,Bus Garage - Shanard Avenue,8,1773,"Blackheath Pk, Clontarf"
0104,Bus Garage - Shanard Avenue,9,1774,"Blackheath Pk, Clontarf"
0104,Bus Garage - Shanard Avenue,10,1651,"Vernon Avenue, Clontarf"
0104,Bus Garage - Shanard Avenue,11,4784,"Vernon Avenue, Clontarf"
0104,Bus Garage - Shanard Avenue,12,0608,"Howth Road, Killester"
0104,Bus Garage - Shanard Avenue,13,4791,"Collins Ave, Killester"
0104,Bus Garage - Shanard Avenue,14,4792,"Collins Ave, Donnycarney"
0104,Bus Garage - Shanard Avenue,15,0662,"Collins Avenue East, Donnycarney"
0104,Bus Garage - Shanard Avenue,16,0663,"Collins Avenue East, Donnycarney"
0104,Bus Garage - Shanard Avenue,17,1196,"Malahide Road, Beaumont"
0104,Bus Garage - Shanard Avenue,18,1197,"Malahide Road, Killester"
0104,Bus Garage - Shanard Avenue,19,4473,"Kilmore Rd, Artane"
0104,Bus Garage - Shanard Avenue,20,0250,"Skelly's Lane, Beaumont"
0104,Bus Garage - Shanard Avenue,21,0251,"Skelly's Lane, Beaumont"
0104,Bus Garage - Shanard Avenue,22,4597,"Beaumont Hospital, Beaumont"
0104,Bus Garage - Shanard Avenue,23,0255,"Beaumont Road, Beaumont"
0104,Bus Garage - Shanard Avenue,24,0218,"Shantalla Road, Whitehall"
0104,Bus Garage - Shanard Avenue,25,0219,"Shantalla Road, Beaumont"
0104,Bus Garage - Shanard Avenue,26,0220,"Swords Road, Santry"
0104,Bus Garage - Shanard Avenue,27,0221,"Shanowen Rd, Santry"
0104,Bus Garage - Shanard Avenue,28,0222,"Shanliss Rd, Santry"
0104,Bus Garage - Shanard Avenue,29,0223,"Shanliss Rd, Santry"
0104,Bus Garage - Shanard Avenue,30,0224,"Shanard Road, Santry"
0104,Bus Garage - Shanard Avenue,31,0225,"Shanard Road, Santry"
0104,Bus Garage - Shanard Avenue,32,0226,"Shanard Road, Santry"
0104,Shanard Avenue - Bus Garage,1,0226,"Shanard Road, Santry"
0104,Shanard Avenue - Bus Garage,2,0228,"Shanliss Rd, Santry"
0104,Shanard Avenue - Bus Garage,3,0229,"Shanliss Rd, Santry"
0104,Shanard Avenue - Bus Garage,4,0227,"Shanliss Rd, Santry"
0104,Shanard Avenue - Bus Garage,5,0230,"Shanliss Rd, Santry"
0104,Shanard Avenue - Bus Garage,6,0231,"Swords Road, Santry"
0104,Shanard Avenue - Bus Garage,7,0232,"Shantalla Road, Santry"
0104,Shanard Avenue - Bus Garage,8,0233,"Shantalla Road, Beaumont"
0104,Shanard Avenue - Bus Garage,9,0242,"Beaumont Road, Beaumont"
0104,Shanard Avenue - Bus Garage,10,0243,"Beaumont Road, Beaumont"
0104,Shanard Avenue - Bus Garage,11,0253,"Beaumont Hospital, Beaumont"
0104,Shanard Avenue - Bus Garage,12,0244,"Skelly's Lane, Beaumont"
0104,Shanard Avenue - Bus Garage,13,0245,"Skelly's Lane, Beaumont"
0104,Shanard Avenue - Bus Garage,14,4474,"Kilmore Rd, Artane"
0104,Shanard Avenue - Bus Garage,15,4790,"Kilmore Rd, Artane"
0104,Shanard Avenue - Bus Garage,16,1220,"Malahide Road, Killester"
0104,Shanard Avenue - Bus Garage,17,1221,"Malahide Road, Donnycarney"
0104,Shanard Avenue - Bus Garage,18,0674,"Collins Ave, Donnycarney"
0104,Shanard Avenue - Bus Garage,19,4389,"Collins Ave, Killester"
0104,Shanard Avenue - Bus Garage,20,4390,"Collins Ave, Donnycarney"
0104,Shanard Avenue - Bus Garage,21,0530,"Howth Road, Killester"
0104,Shanard Avenue - Bus Garage,22,4785,"Vernon Avenue, Clontarf"
0104,Shanard Avenue - Bus Garage,23,1764,"Blackheath Pk, Clontarf"
0104,Shanard Avenue - Bus Garage,24,1765,"Blackheath Drive, Clontarf"
0104,Shanard Avenue - Bus Garage,25,1766,"Castle Ave, Clontarf"
0104,Shanard Avenue - Bus Garage,26,1767,"Castle Ave, Clontarf"
0104,Shanard Avenue - Bus Garage,27,7129,"Castle Ave, Clontarf"
0104,Shanard Avenue - Bus Garage,28,1744,"Clontarf Rd, Clontarf"
0104,Shanard Avenue - Bus Garage,29,1745,"Clontarf Rd, Clontarf"
0104,Shanard Avenue - Bus Garage,30,1746,"Clontarf Rd, Clontarf"
0104,Shanard Avenue - Bus Garage,31,1747,"Clontarf Rd, Clontarf"
0104,Shanard Avenue - Bus Garage,32,1748,"Clontarf Rd, Dollymount"
0104,Shanard Avenue - Bus Garage,33,1749,"Clontarf Rd, Dollymount"
0011,St. Pappin's Green - Arena Road,1,6122,"St. Pappin's Road, Wadelai"
0011,St. Pappin's Green - Arena Road,2,0035,"St. Pappin's Road, Wadelai"
0011,St. Pappin's Green - Arena Road,3,0036,"St. Pappin's Road, Wadelai"
0011,St. Pappin's Green - Arena Road,4,0037,"Ballymun Road, Whitehall"
0011,St. Pappin's Green - Arena Road,5,0038,"Ballymun Road, Whitehall"
0011,St. Pappin's Green - Arena Road,6,0039,"Ballymun Road, Glasnevin"
0011,St. Pappin's Green - Arena Road,7,0040,"Mobhi Road, Glasnevin"
0011,St. Pappin's Green - Arena Road,8,0041,"Home Farm Road, Whitehall"
0011,St. Pappin's Green - Arena Road,9,0042,"Home Farm Road, Drumcondra"
0011,St. Pappin's Green - Arena Road,10,0043,"Home Farm Road, Drumcondra"
0011,St. Pappin's Green - Arena Road,11,0044,"Drumcondra Rd, Drumcondra"
0011,St. Pappin's Green - Arena Road,12,0045,"Drumcondra Rd, Drumcondra"
0011,St. Pappin's Green - Arena Road,13,0046,"Drumcondra Rd, Drumcondra"
0011,St. Pappin's Green - Arena Road,14,0047,"Drumcondra Rd, Drumcondra"
0011,St. Pappin's Green - Arena Road,15,0048,"Drumcondra Rd, Drumcondra"
0011,St. Pappin's Green - Arena Road,16,0049,"Lowr Dorset St, Ballybough"
0011,St. Pappin's Green - Arena Road,17,0050,"Lowr Dorset St, Dublin"
0011,St. Pappin's Green - Arena Road,18,0051,"Uppr Dorset St, Dublin"
0011,St. Pappin's Green - Arena Road,19,0052,"Uppr Dorset St, Dublin"
0011,St. Pappin's Green - Arena Road,20,0261,"Parnell Square E, Dublin"
0011,St. Pappin's Green - Arena Road,21,0271,"O'Connell St, Dublin"
0011,St. Pappin's Green - Arena Road,22,0401,"Lwr. Grafton Street, Trinity College"
0011,St. Pappin's Green - Arena Road,23,0404,"Nassau Street, Trinity College"
0011,St. Pappin's Green - Arena Road,24,0747,"Kildare Street, Dublin City South"
0011,St. Pappin's Green - Arena Road,25,0842,"St. Stephen's Green, Stephen's Green"
0011,St. Pappin's Green - Arena Road,26,0845,"Leeson Street, Dublin City South"
0011,St. Pappin's Green - Arena Road,27,0846,"Lowr Leeson St, Dublin City South"
0011,St. Pappin's Green - Arena Road,28,0847,"Uppr Leeson St, Dublin City South"
0011,St. Pappin's Green - Arena Road,29,0848,"Sussex Road, Dublin City South"
0011,St. Pappin's Green - Arena Road,30,0849,"Appian Way, Dublin City South"
0011,St. Pappin's Green - Arena Road,31,0850,"Chelmsford Road, Ranelagh"
0011,St. Pappin's Green - Arena Road,32,0851,"Chelmsford Road, Ranelagh"
0011,St. Pappin's Green - Arena Road,33,0852,"Ranelagh Village, Ranelagh"
0011,St. Pappin's Green - Arena Road,34,0853,"Sandford Road, Ranelagh"
0011,St. Pappin's Green - Arena Road,35,0854,"Sandford Road, Milltown"
0011,St. Pappin's Green - Arena Road,36,0855,"Sandford Road, Milltown"
0011,St. Pappin's Green - Arena Road,37,0856,"Clonskeagh Rd, Milltown"
0011,St. Pappin's Green - Arena Road,38,0857,"Clonskeagh Rd, Milltown"
0011,St. Pappin's Green - Arena Road,39,0858,"Clonskeagh Rd, Milltown"
0011,St. Pappin's Green - Arena Road,40,0859,"Clonskeagh Rd, Clonskeagh"
0011,St. Pappin's Green - Arena Road,41,0860,"Clonskeagh Rd, Clonskeagh"
0011,St. Pappin's Green - Arena Road,42,0861,"Roebuck Road, Clonskeagh"
0011,St. Pappin's Green - Arena Road,43,0862,"Roebuck Road, Clonskeagh"
0011,St. Pappin's Green - Arena Road,44,3014,"Goatstown Rd, Clonskeagh"
0011,St. Pappin's Green - Arena Road,45,3015,"Goatstown Rd, Clonskeagh"
0011,St. Pappin's Green - Arena Road,46,3016,"Goatstown Rd, Goatstown"
0011,St. Pappin's Green - Arena Road,47,3017,"Goatstown Rd, Goatstown"
0011,St. Pappin's Green - Arena Road,48,3018,"Drummartin Rd, Goatstown"
0011,St. Pappin's Green - Arena Road,49,3019,"Drummartin Rd, Kilmacud"
0011,St. Pappin's Green - Arena Road,50,3020,"Kilmacud Rd, Kilmacud"
0011,St. Pappin's Green - Arena Road,51,3021,"Kilmacud Rd, Goatstown"
0011,St. Pappin's Green - Arena Road,52,3022,"Kilmacud Rd, Goatstown"
0011,St. Pappin's Green - Arena Road,53,0441,"Kilmacud Rd, Kilmacud"
0011,St. Pappin's Green - Arena Road,54,0442,"Kilmacud Rd, Kilmacud"
0011,St. Pappin's Green - Arena Road,55,0443,"Kilmacud Rd, Mount Merrion"
0011,St. Pappin's Green - Arena Road,56,0444,"Kilmacud Rd, Stillorgan"
0011,St. Pappin's Green - Arena Road,57,0445,"Kilmacud Rd, Stillorgan"
0011,St. Pappin's Green - Arena Road,58,4779,"Kilmacud Rd, Kilmacud"
0011,St. Pappin's Green - Arena Road,59,7057,"Stillorgan Heath, Stillorgan"
0011,St. Pappin's Green - Arena Road,60,4847,"Blackthorn Drive, Sandyford"
0011,St. Pappin's Green - Arena Road,61,4848,"Blackthorn Drive, Sandyford"
0011,St. Pappin's Green - Arena Road,62,0449,"Blackthorn Road, Sandyford"
0011,Arena Road - St. Pappin's Green,1,0449,"Blackthorn Road, Sandyford"
0011,Arena Road - St. Pappin's Green,2,0450,"Blackthorn Road, Sandyford"
0011,Arena Road - St. Pappin's Green,3,3181,"Blackthorn Road, Sandyford"
0011,Arena Road - St. Pappin's Green,4,0451,"Blackthorn Drive, Sandyford"
0011,Arena Road - St. Pappin's Green,5,0447,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,6,5045,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,7,4460,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,8,0453,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,9,0454,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,10,4475,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,11,3023,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,12,3024,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,13,3025,"Kilmacud Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,14,3026,"Drummartin Rd, Kilmacud"
0011,Arena Road - St. Pappin's Green,15,3027,"Kilmacud Rd, Goatstown"
0011,Arena Road - St. Pappin's Green,16,3028,"Goatstown Rd, Goatstown"
0011,Arena Road - St. Pappin's Green,17,3029,"Goatstown Rd, Goatstown"
0011,Arena Road - St. Pappin's Green,18,3030,"Goatstown Rd, Clonskeagh"
0011,Arena Road - St. Pappin's Green,19,3031,"Goatstown Rd, Clonskeagh"
0011,Arena Road - St. Pappin's Green,20,0875,"Roebuck Road, Clonskeagh"
0011,Arena Road - St. Pappin's Green,21,0876,"Bird Avenue, Clonskeagh"
0011,Arena Road - St. Pappin's Green,22,0878,"Clonskeagh Rd, Clonskeagh"
0011,Arena Road - St. Pappin's Green,23,0879,"Clonskeagh Rd, Clonskeagh"
0011,Arena Road - St. Pappin's Green,24,0880,"Clonskeagh Rd, Clonskeagh"
0011,Arena Road - St. Pappin's Green,25,0881,"Clonskeagh Rd, Milltown"
0011,Arena Road - St. Pappin's Green,26,0882,"Clonskeagh Rd, Milltown"
0011,Arena Road - St. Pappin's Green,27,0883,"Clonskeagh Rd, Milltown"
0011,Arena Road - St. Pappin's Green,28,0884,"Sandford Road, Milltown"
0011,Arena Road - St. Pappin's Green,29,0885,"Sandford Road, Milltown"
0011,Arena Road - St. Pappin's Green,30,0886,"Sandford Road, Ranelagh"
0011,Arena Road - St. Pappin's Green,31,0887,"Ranelagh, Ranelagh"
0011,Arena Road - St. Pappin's Green,32,0903,"Chelmsford Road, Ranelagh"
0011,Arena Road - St. Pappin's Green,33,0904,"Appian Way, Dublin City South"
0011,Arena Road - St. Pappin's Green,34,0906,"Uppr Leeson St, Dublin City South"
0011,Arena Road - St. Pappin's Green,35,0907,"Uppr Leeson St, Ranelagh"
0011,Arena Road - St. Pappin's Green,36,0908,"Uppr Leeson St, Ranelagh"
